gene_symbol	GSM121470	GSM121471	GSM121472	GSM121473
WNT5A	203.2912377	173.0715446	171.0840691	141.0333203
WNT4	27.06708235	0	57.65399973	42.23795398
WNT2	10310.15113	7067.947706	3212.511693	3125.948981
WNT16	11.03464397	0	32.21974836	28.80717619
WNK1	780.3901544	495.9047587	735.5596713	643.4647052
WLS	136.8605746	55.56514414	159.3987413	150.7884997
WIPI1	35.64080627	31.57876911	51.61793414	42.591879
WIPF2	58.92536337	42.56986593	52.9233953	45.65826221
WIPF1	9312.654154	7153.942177	4172.261593	3668.722017
WFDC2	7.70683192	15.55443252	19.37110955	16.27861712
WDR89	327.6163109	228.2923625	132.5565259	139.5760389
WDR60	75.94520795	51.44335624	127.9506655	100.7564591
WDR60	56.44520156	41.95919318	62.8816464	45.5054749
WDR37	572.3593669	446.5597672	623.2310243	542.1889627
WDR37	36.63732699	8.780319677	57.43062082	35.63232052
WDR37	0	0	20.03544423	19.18157593
WDFY3	104.618471	67.14767196	146.2512969	114.6214236
WDFY3	37.02013677	21.68040181	66.76998664	45.73852389
WDFY3	110.0426224	36.23122454	35.28323054	31.21115874
WBP11	316.7902881	207.3269441	276.5411554	250.0635021
VWF	42.61543853	17.07149352	38.08175246	34.20501633
VWF	103.6968919	77.62025394	45.33044641	53.27925434
VWA5A	43.04685908	20.39829284	73.88716746	40.44125262
VTI1A	24.48058449	7.697717401	65.52157897	66.60366121
VTI1A	47.95249558	45.41865939	28.43874605	27.3924431
VTA1	1202.874427	681.4429394	647.1190295	567.260586
VSIG10	53.75945672	27.04682787	69.12271774	45.56252839
VRK2	66233.68828	66207.35745	63271.83424	62927.14995
VPS53	208.6880455	177.9538885	254.8095787	208.9414757
VPS53	67.82012089	45.24143263	31.39682433	27.13135087
VPS35	270.8936229	201.8015203	192.1000597	164.7994824
VPS25	92.91340359	41.21787899	48.77106181	48.6878991
VPS24/RNF103-VPS24	57.7303487	35.80689306	86.66618167	64.3911463
VPS13A	1831.642537	135.3830098	116.890025	90.52551166
VLDLR	60444.42653	38995.15069	29617.71865	18515.82459
VIPR1	13.78824134	14.63386613	35.4892033	30.03044165
VIM	3766.844236	2698.317815	1560.341327	1307.72589
VHL	2071.07588	1433.210467	450.7022448	431.9316474
VEGFB	43.50663591	39.58638015	25.48260178	20.48123504
VEGFA	61.36501621	77.98280924	85.95446359	90.69377109
VCL	125.4775534	82.54817038	195.0078536	153.9380456
VCAM1	168.4950435	113.614501	111.9186355	93.93711681
VAV2	22.8511111	15.34277314	78.18261817	60.78517249
VASP	58.37140318	24.68312935	62.95513903	43.08118518
VAMP3	135.6918907	113.2185258	62.02391007	49.95081189
VAMP3	2903.813753	1532.568848	941.0547295	795.4900085
VAMP1	34.97645913	15.83394442	67.21771146	45.6108788
UVRAG	30.71288983	32.29273974	27.88948535	23.06604813
UTRN	65.12526153	54.75597743	46.26457639	40.41417639
UTP6	46.09212105	0	34.55990836	26.49602644
UTP20	34138.23432	26238.84402	31467.79886	26875.94755
USP9X	334.5737268	242.2720087	91.42676336	88.24143814
USP8	87.85484571	73.03970193	92.93819728	63.33614029
USP7	109.8643829	66.78106576	112.1884308	102.4690307
USP6	13.18769583	29.34773748	73.98870333	49.35223378
USP54	168.3016132	136.7147423	241.8777772	173.5538082
USP54	118.1920148	71.10641125	77.70491609	56.67828839
USP54	649.9218956	381.9864404	235.2276613	238.940006
USP5	42.69848192	0	82.2701621	99.75850656
USP5	113.5253813	85.40304018	120.6033367	101.097813
USP40	11.14806909	25.05986279	29.74517421	31.81167087
USP4	43.42966886	37.98222486	84.17903642	46.80223299
USP34	7.613661284	8.443082485	23.99534307	22.31178168
USP32	963.1392924	800.0238404	238.5087204	176.2411242
USP25	81.25593418	76.57410974	138.2696107	101.0697698
USP25	44.10414325	9.013246266	34.04739398	30.47623246
USP20	3104.830412	2263.352728	2144.332123	1837.991641
USP15	1728.758863	1245.817988	594.1530858	526.0679679
USP13	13495.93872	7230.540593	7807.82393	6173.469724
USP12	223.7573831	151.710151	244.665662	220.5881232
USP10	48.19656214	26.33285724	46.45507702	31.86485633
USF2	126.4872396	81.12022912	91.35907278	78.92818154
UQCRH	3948.871301	3226.801914	2392.713031	1892.23597
UQCRH	1426.15988	1045.03223	1124.260247	867.0766633
UPRT	77.70836095	65.21235582	92.34638822	76.5947906
UPP2	1489.144243	1089.719703	1082.403295	894.0939072
UPF3A	66.01544619	116.3883529	52.82572746	47.01304079
UNC5C	16.78084164	22.94934535	54.83517064	36.66025031
UNC5B	33.4036983	25.90143669	49.50792211	36.29955623
UGT2B15	1169.997345	0	577.4750943	520.3297409
UGT1A1*	48.22896932	0	67.63739305	87.08683027
UGGT1	202.393964	134.4361126	112.2319462	99.5283586
UBXN11	1015.223703	666.979211	355.3881082	289.9177807
UBTD2	28.14360828	24.25677242	39.38818062	29.62429818
UBN2	151.6119167	115.2773943	195.4275352	119.0068061
UBE4B	54.37215492	47.74286165	85.92351933	69.76577824
UBE2N	191.2347549	155.8440916	309.7085719	221.2766331
UBE2L6	40.64872794	38.52707053	42.54836363	39.12322036
UBE2I	170.0424862	136.1982529	153.5995927	118.8482167
Ube2h	154.3442469	104.9729245	75.14041017	66.72937229
UBE2F	956.6173479	833.2523374	1278.908077	1120.631065
UBE2E3	243.6401993	210.3752442	262.7641887	229.8423923
UBE2E2	60.02720741	38.08856091	44.92236892	27.69705071
UBE2D3	54.39747303	45.61715335	98.9317145	68.28818961
UBE2B	723.8578585	581.3553969	758.6092803	588.3819805
UBAP2L	824.2806128	624.2381946	666.8256909	687.2431034
UBAC2	38.4966888	21.64293101	63.59916654	44.11685104
UBA7	1.601117118	17.41278161	27.34409269	21.82827755
UBA2	267.5810017	201.9321617	125.7449197	112.096565
U2AF1	13.98167168	6.284967003	16.36371385	20.16695735
TYROBP	36.38617136	0	41.16747583	34.50478889
TYRO3	47.45423523	0	55.26839034	57.58921017
TYK2	4973.943748	3855.768518	1067.919445	1010.676424
TYK2	57.05587431	0	96.82943853	70.60707543
TXNL4A	281.4927954	226.4947769	351.617743	313.1578903
TXNDC9	46.05465025	75.11274857	68.63244455	64.16486637
TWISTNB	44.61658174	0	68.36651728	73.26344713
TWF1	566.3053011	426.7478417	531.8487433	450.1974665
TUSC3	114.8581264	98.07728479	155.4581826	134.9933867
TUBB	1172.520041	851.0793232	1015.642978	875.6172803
TUBA4A	354.4757848	261.0620954	174.9608053	170.1170609
TTLL5	32.53072995	9.490239411	51.15763821	60.09859662
TTLL5	67.00183966	0	112.4040736	106.5507726
TTLL11	29.83181969	11.75469095	38.8824353	27.05495722
TTK	115.2075163	82.0823172	113.851685	99.58928012
TTC3	72.89994598	54.92206421	95.31316957	77.31424475
TTC28	31.21823926	17.35505632	57.26332839	32.36673362
TTC23	3049.142728	2441.213446	3730.672434	3285.428951
TTC21B	60.77966156	0	77.70008105	53.93681996
TTC17	75.7679812	86.47855339	161.1528943	124.0130078
TSTD2	1256.774652	891.5791807	581.193241	546.6536399
TSTA3	49.51310373	12.27725668	23.11246453	32.20911127
TSSC4	910.5444686	720.7933548	1195.732795	1009.422214
TSSC1	5675.703963	3315.646191	2871.136502	3255.004937
TSPAN8	170.9377345	136.1729348	47.54392832	59.42265784
TSPAN7	127.9101172	100.5017468	103.1797818	79.95804534
TSPAN18	187.5595785	109.4815731	123.3883205	105.0258006
TSN	66.35268338	36.58466532	43.18949011	34.17310505
TSKU	39.20660853	20.68793199	42.06292548	31.15313824
TSHZ1	30.31083829	19.46354831	42.03875027	41.00211742
TSG101	585.4447776	454.3577443	386.5857289	307.6710854
TSEN15	110.9966087	75.50163471	99.38137334	89.29160911
TSC22D3	106.4849219	226.5980748	69.43506141	53.58579596
TSC22D2	7.928618541	32.96316323	90.39206452	74.01094452
TSC22D1	174.6594963	124.714972	193.9654187	172.1883926
TRRAP	39.02026726	33.53028883	46.37288132	39.97805566
TRPS1	19.68229676	26.98707713	41.64227689	32.90632423
TRPS1	149.8811709	62.60965437	58.11816369	52.95724059
TRPS1	27.13189671	23.97624779	15.07952687	22.33885791
TRIP6	30.91037107	20.04485206	48.04870664	37.80422109
TRIP13	189.900997	116.7590099	163.4524399	133.0284259
TRIP12	78.44056062	56.97485637	135.5155712	84.64706842
TRIP12	80.99465131	66.77802759	108.6346754	96.52289691
TRIP11	96.45996408	78.55904937	142.4528884	110.7118092
TRIP10	20.13093363	0	20.19790162	14.02452086
TRIO	22.17258581	27.21088921	30.61451464	26.85962155
TRIO	5.339082507	0	19.26183762	15.2700275
TRIM44	94.84669428	38.31844932	119.1460553	92.65389685
TRIM44	92.3472907	74.66613716	96.34400038	70.41947582
TRIM3	499.9526177	344.8387003	176.102842	195.3666137
TRIM27	0	4.753727862	36.19898737	30.60387755
TRIM27	92.6055354	55.72312913	97.90765275	88.39229143
TRIM26	322.0929126	200.2783829	158.8833259	171.3441944
TRIM25	335.2208577	187.7935178	119.7958848	112.9920147
TRIM24	1496.261669	1223.326394	1537.732674	1473.289309
TRIM13	578.1825317	459.600618	604.7563314	530.4929977
TRAPPC8	187.3793135	125.9940428	213.7213975	172.4330457
TRAPPC6B	60.0018893	35.45649045	48.13477037	41.85115067
TRAM2	22.43386868	28.98315673	81.1581026	50.16742174
TRAM2	90.6590793	72.00368497	89.28000501	70.45912316
TRAK1	5394.339783	3787.691166	2128.204359	1830.017691
TRAK1	111.8483098	83.60950545	72.71902148	57.47220217
TRAF3IP3	36.24742813	44.73608321	30.41337692	43.31036614
TRAF3	3791.642816	2861.718855	2299.240078	1971.013298
TRAF2	36.9046862	0	59.45070108	62.64182835
TRADD	33.41382554	25.02036655	68.82971424	42.14222016
TPT1	2009.227794	1599.99907	1398.552141	1217.973985
TPST1	20.20587522	20.81148436	23.36485368	24.34636707
TPRG1L	118.6892625	81.9820575	225.3312987	177.3522167
TPRG1	99.62168935	80.14700107	128.005785	112.3421851
TPR	5.151728512	29.54116782	25.21087246	32.62589183
TPMT	20.66261388	24.32462495	47.53812627	32.02054466
TPD52L2	49.56880357	39.39902615	112.8566335	62.69501381
TPD52L2	44.52543655	9.620880846	38.50917011	20.53055246
TPD52L1	187.5848966	162.6364334	228.3764078	192.6396504
TPCN2	746.7910003	555.1329266	658.9851879	631.8451339
TP63	32.10032212	12.2489004	43.32777229	56.55161031
TP53I3	54.03694318	20.33145304	14.2401637	13.12423616
TP53I11	18.17738845	0	34.11798558	29.42316046
TP53BP2	78.05876356	9.451755888	32.9498396	21.7170716
TP53	220.135881	161.7411852	211.8425005	171.3896437
TOX2	52.8753484	46.92559314	45.47453064	43.24074155
TOR1AIP2	68.50168435	18.01839074	26.93311418	22.63863048
TOP2B	67.99025858	48.25833832	84.11714789	57.53118968
TOP2B	82.10560986	40.20515469	73.08938564	78.31026326
TOP2A	499.7733655	402.5001838	559.2092752	492.2961713
TOP2A	317.6946509	266.2634474	402.746371	320.4375285
TOP1	246.8890188	196.4877559	233.0402886	237.1065584
TOM1L1	140.8314665	97.43420486	104.8188608	95.24064395
TOM1	0	7.23591512	21.33993838	19.32759418
TNS4	65.8989829	41.96932042	70.28506168	66.6249354
TNS4	1292.678767	1017.598542	1123.482773	980.6904643
TNRC6B	85.92256775	61.39641066	77.51054743	79.25599734
TNRC18	358.2836281	321.3019749	165.1534074	146.8382709
TNRC18	20.44183999	0	36.0974515	36.51423206
TNNI1	41.33738046	1.817840118	27.6380632	18.86633124
TNFSF12	0	23.26328989	39.76628085	29.65330843
TNFRSF14	76.79488364	36.34870056	105.9260853	73.81367483
TNFRSF10D	79.62038443	61.10677151	95.68740177	73.77789553
TNFRSF10B	435.2587767	355.0986102	326.3701243	271.1181731
TNFAIP1	91.03885091	80.25738802	102.8790422	95.1874585
TNC	17.13833332	26.05233261	37.60211636	29.96758611
TMUB2	76.95084318	36.91582617	45.3178753	54.02094968
TMTC4	43.91982742	26.37032804	63.40866591	34.1431278
TMTC3	62.22684459	23.58432349	56.40946009	50.03494161
TMTC2	27.82865103	12.65601557	55.13591021	44.26963834
TMSB4X	137.3081987	72.24167519	99.49741433	97.31777771
TMPRSS2	98.18868446	74.88994923	143.5262676	127.0020304
TMPRSS12	69.68859723	53.16802573	96.41072395	76.04359589
TMPRSS11D	25.65939558	29.93714302	60.77937044	45.85843292
TMF1	12.83526777	3.37541009	2.402048529	0
TMEM92	143.6225347	9.01425899	109.9149944	65.21793837
TMEM8A	106.5791053	104.7622779	98.51493394	86.1314261
TMEM87B	76.59537695	67.38870034	114.4831414	84.89462253
TMEM87B	40.27807084	355.9361332	22.22571795	25.67697044
TMEM65	73.36985005	36.40743857	101.6374036	12.34579451
TMEM63A	29.19481611	0	34.52316204	21.20939226
TMEM50B	64.89233494	36.1876774	57.67624092	58.23517169
TMEM48	243.4386671	141.0279351	81.70639629	89.23552263
TMEM45B	657.9821683	244.6407709	417.5764097	373.5620616
TMEM44	59.99277478	4.963361792	44.71929718	40.93345983
TMEM33	763.5910837	702.0042809	174.70068	110.1219341
TMEM26	23.74028303	17.14542239	62.0036029	48.85422452
TMEM219	126.7383952	98.20792623	220.8385783	66.67715384
TMEM209	148.7317288	0	93.59382888	83.46731834
TMEM199	19.09795484	23.43444029	75.86760039	47.26833097
TMEM19	142.5014489	95.35812005	128.8383791	108.6385435
TMEM176A	59.98669844	36.13096484	62.92032673	49.96435001
TMEM173	16.26840315	20.39626739	45.89421222	25.86553705
TMEM173	27.72434042	24.10182561	17.22918625	19.98129177
TMEM169	14132.59292	37805.48826	10036.78378	8726.12012
TMEM141	121.3679182	66.26761454	176.9750835	153.6779204
TMEM140	109.1737049	89.95523591	82.2817662	87.73956085
TMEM134	95.52420683	26.86960112	45.65632819	41.772823
TMEM125	2265.681994	1683.756433	1616.61734	1467.795735
TMEM110	0	21.2965793	21.37958572	26.00285223
TMEFF2	598.8562855	418.7017471	422.9404046	388.4897681
TMC5	40.65682973	15.48556726	65.29433202	65.03614082
TMC4	765.2863842	581.7493466	1032.477625	876.1462338
TMC4	75.86317728	61.93517999	63.99080488	52.72322459
TM9SF3	286.5371751	239.1437034	286.1851288	227.7575225
TM4SF1	0	2.014308632	20.2897674	28.901943
TLX1	405.2436539	232.7736675	147.8207513	137.2938994
TLK1	179.5479165	128.1855782	131.0915083	112.9001489
TLE3	25.12163898	12.10104266	34.87225203	40.03801018
TLE1	13.594811	23.95396786	44.25803424	43.20496224
TK2	98.2524861	69.04754274	99.30207866	80.30810234
TK1	3865.400539	2826.759612	3032.311637	2516.388553
TIMP2	78.44866242	39.61473643	64.98875741	31.11155689
TIMP1	16.71298912	10.11407758	53.16031232	33.67026076
TIAM2	296.5489676	280.2005592	162.993111	122.9531668
TIAM1	20.40031829	27.21088921	69.54916839	54.33522736
TIAM1	2954.862147	1676.352406	833.9953106	839.9752897
THUMPD1	190.8002962	127.6225035	174.2684273	150.6289433
THSD7A	34.55314038	28.98011856	78.54234524	65.70531054
THSD7A	68.5330788	33.13127546	30.75473084	17.44773011
THRB	52.41962247	37.24698701	75.47692905	59.55900601
THRA	131.6845407	100.3397109	95.59456898	87.20093724
THRA	137.4145348	56.70142081	88.52767258	76.29115001
THRA	53.61666259	21.25404487	34.72139874	24.57554803
THOC7	563.5456274	458.0977351	265.2107196	220.3889195
THOC5	38.29718211	20.52184521	68.38779146	51.68852574
THOC3	4219.169442	3259.411636	2831.724146	2679.227909
THOC2	129.6256722	66.98766152	107.4868366	86.75901447
THEM5	28.14765918	29.2484905	24.16553653	22.64926757
THBS1	21.77154699	27.0437897	55.12237209	31.64534545
THAP11	47.94338107	0	83.01089043	80.03347199
TGS1	35.71372242	30.53262491	32.96627874	22.79528581
TGOLN2	136.0129243	113.3167601	200.1368654	149.191002
TGFBI	91.4510297	75.52087647	150.1493072	116.8716518
TFPI	866.6864174	625.7643701	408.4904001	377.3478989
TFEC	1584.310958	1337.39257	1442.42724	1238.101295
TFE3	66228.11829	62470.76025	36633.76202	34778.03931
TFDP2	692.3479547	574.170118	757.1249226	637.3348398
TESK1	0	20.30107131	34.58408357	25.85683398
TERF2IP	631.4852497	280.4831093	234.1291399	258.9657802
TERF1	286.2799432	166.1252687	356.3667206	225.9927324
TERF1	206.2240873	155.8177607	165.0112572	130.579961
TEP1	32.15399651	19.22150721	14.23146063	7.87241428
TELO2	65.57693657	160.5471832	17.83936846	23.29522909
TEF	33.99918018	28.95074955	90.9867746	61.54040594
TDRD6	260.5587714	179.9408535	126.7554433	120.166249
TCTA	463.4783393	384.6721852	162.7977753	151.0476579
TCF7L2	71.53985725	63.6112387	44.19614571	47.06429222
TCF4	137.5279599	23.50634372	65.96543576	60.85866512
TCF3	389.587949	294.4556664	465.2837624	383.5657621
TCF12	205.0290726	162.5260465	190.9928353	160.7013014
TCEB1	31.10987776	37.6632167	89.51982306	48.05064065
TC2N	673.8394054	486.5238935	592.657124	495.5095398
TBRG4	958.37645	714.0121529	947.552058	820.6196522
TBL1XR1	50.19567991	31.88461185	78.46595159	58.56588852
TBL1XR1	9.448717715	19.78762009	34.47964667	30.05171583
TBC1D30	28249.55646	19651.43095	30199.52401	24221.04763
TBC1D22B	39.84968846	22.07941518	51.09671669	38.31383444
TBC1D22B	58.60230432	34.50047871	30.83886056	37.1853358
TBC1D22A	131.3554053	89.60989692	86.89826366	65.40650498
TBC1D2	52.18163226	22.92909087	67.61515186	57.57180402
TBC1D10B	402.1335776	279.0156718	291.0462794	140.2722848
TBC1D10B	22.31943084	16.29068308	34.04062492	33.56872489
TAX1BP1	559.9848887	454.0913978	406.5380104	365.9149602
TAPBPL	25.10543539	0	40.89864753	58.50206598
TAOK3	32.9702523	18.85490101	43.18658908	26.74454757
TANK	117.6826145	72.38649476	50.42174492	36.81690565
TANC2	34.95721737	30.78276781	58.48369282	40.44802168
TAGLN2	12.71576631	5.635810727	44.86338142	30.86883781
TAGLN2	191.6884554	74.97400535	124.6522003	106.7538443
TAF8	562.7476006	414.8068095	294.049807	217.8273146
TAF15	242.8745797	185.6678095	230.1876142	161.2544301
TADA2B	216.2358797	67.53250719	191.4734384	158.9133031
TACC3	34.40325718	25.83459688	59.67601401	55.72965328
TACC2	461.3151602	350.0056197	311.7044769	291.6999769
TACC1	225.7352336	191.3471673	258.8768154	237.6761262
TAB1	7651.111829	6685.952151	5424.79452	5418.153107
SYT7	24.80668172	21.01706739	65.68500336	55.68130287
SYT11	0	0.311919084	23.98277196	20.09153071
SYS1	93.31748058	58.3349451	37.22691715	41.96622466
SYNPO2	62.60053985	43.98869268	65.83875768	40.54665652
SYNPO2	0	20.95427848	13.96069831	19.78015405
SYNPO	3.799741572	15.92002599	16.41399828	26.55984899
SYNJ2BP	12823.22547	8325.132512	20666.84841	18217.20567
SYNE2	50.89749785	56.63356828	64.70929202	51.79586366
SYNE2	149.9672525	108.5518922	111.2243236	96.2405305
SYNE1	36.67378506	23.30886248	56.70439761	45.40103801
SYNE1	86.93225387	142.7941262	120.9775689	100.511806
SYK	942.1343777	700.295815	1166.576529	991.0606609
SYK	95.44217616	80.24624805	47.4946109	39.35143431
SWAP70	54.43595655	5.157804858	98.6038987	76.28244693
SUPT6H	38.02779745	15.87242795	48.45485011	34.39358294
SUPT5H	7.904313158	27.6190171	12.83026565	17.67787808
SUPT4H1	364.6799948	258.4148341	338.860003	281.763967
SUPT3H	49.49588742	15.54025438	39.80206016	41.67128713
SUN2	94.88821597	47.0197765	128.8944656	122.6002088
SUMO3	486.9917721	388.0850661	424.7129307	399.3869843
SUMO2	0	0	4.058533685	1.300626116
SUMO1	553.6887817	452.3029267	622.4168033	588.3723104
SUGP2	788.9405856	520.0724113	306.1896288	326.0597146
STYXL1	33.21533158	27.46103211	7.642266313	14.11445263
STYXL1	105.948178	58.10505669	50.42077791	46.9559873
STX6	452.1783616	338.3248577	548.2840158	497.3391194
STX3	47.09167993	54.89370793	42.15575827	29.26650512
STS	156.1489216	0	221.7021167	205.1005188
STRADA	313.8422477	233.7468956	165.2994257	129.0491869
STOX1	42.83722515	27.33039067	49.08920753	42.32111669
STON2	145.8677445	109.6942452	239.9408596	210.1347639
STON2	87.49330314	40.9474816	41.10462029	32.88601705
STOM	35.89905097	22.79237309	63.03153269	42.42265256
STMN1	386.77055	325.4116101	346.1831566	317.6225675
STK38L	67.91126608	39.77474687	54.86901593	45.30046915
STK17A	47.56664763	28.97505493	70.31890697	49.94210882
STIM1	49.87160813	0	74.50895377	62.20474062
STIL	20485.81551	12800.82198	4555.404773	6474.462651
STEAP2	248.7807878	236.8103866	207.0384034	152.7931078
STEAP2	304.7925434	244.9172446	161.5242254	130.4445798
STAT5A	86.61425844	12.944642	62.600247	52.66810512
STAT3	355.4307838	276.2235909	323.3172792	278.715957
STAT2	228.8210046	184.6530597	307.5579455	257.6255067
STAT1	77.50277792	42.4726444	74.43159311	78.41179913
STARD3	274.8067896	291.6099112	151.2110823	138.3131261
STARD13	2062.214542	1521.675985	1084.352783	916.4608083
STARD10	79.77634397	55.84769422	69.2938782	73.38142214
STAR	110.7667203	94.21880521	147.8507286	123.8331443
STAG1	0	7.246042363	27.04335312	26.48925738
ST7	117.98947	86.15751979	116.6057245	82.52255126
ST6GAL1	80.25434984	92.0343589	93.07067741	77.27653143
ST5	76.40903568	31.20304839	93.36948296	79.61282339
ST3GAL5	34.29185751	47.77931973	40.28459728	39.76434684
ST3GAL4	25.56622494	18.24726643	15.50210949	27.10427464
ST3GAL1	498.7150686	352.9151766	507.9094867	409.6691831
ST14	58.82915456	0	70.47072726	54.09637632
SSX2IP	75.27377174	49.82704826	58.89370432	50.71764945
SSTR2	22.15233133	13.78216499	43.54341513	23.00512661
SS18	50.68178757	40.78342027	80.10116257	48.03130049
SRSF3	2489.692558	1804.921807	1263.086855	1208.292298
SRSF2IP	161.6176328	117.3160083	233.6901182	177.2970972
SRPX2	32.96721412	39.09217069	23.68880145	29.52759735
SRPK2	867.6383782	594.7891847	324.4099985	289.1112958
SRI	52.05099082	38.78632795	118.2689788	94.70492137
SRGN	55.01928575	565.214597	47.06525923	45.88067411
SRGAP1	69.84253132	72.16774631	55.11657004	70.85946458
SRF	5907.05374	4052.272478	3639.20409	3897.070381
SRC	100.6668208	96.118676	81.555543	86.44086875
SR140	30.14677695	0	56.91907345	37.85837355
